Subject,Feedback,Attempt,problem
260,hint,1,product
260,no hint,1,product
261,hint,0,product
261,no hint,1,product
262,hint,2,product
262,no hint,3,product
263,hint,3,product
263,no hint,3,product
264,hint,1,product
264,no hint,5,product
265,hint,0,product
265,no hint,5,product
266,hint,1,product
266,no hint,1,product
267,hint,7,product
267,no hint,11,product
268,hint,1,product
268,no hint,3,product
269,hint,2,product
269,no hint,2,product
270,hint,59,product
270,no hint,60,product
271,hint,2,product
271,no hint,4,product
272,hint,4,product
272,no hint,13,product
273,hint,2,product
273,no hint,2,product
274,hint,11,product
274,no hint,17,product
275,hint,0,product
275,no hint,1,product
276,hint,1,product
276,no hint,2,product
277,hint,7,product
277,no hint,8,product
278,hint,1,product
278,no hint,1,product
279,hint,2,product
279,no hint,4,product
280,hint,5,product
280,no hint,5,product
281,hint,2,product
281,no hint,3,product
282,hint,3,product
282,no hint,6,product
283,hint,3,product
283,no hint,3,product
284,hint,1,product
284,no hint,1,product
285,hint,1,product
285,no hint,2,product
286,hint,1,product
286,no hint,1,product
287,hint,1,product
287,no hint,1,product
288,hint,2,product
288,no hint,2,product
289,hint,1,product
289,no hint,1,product
290,hint,1,product
290,no hint,1,product
291,hint,1,product
291,no hint,1,product
292,hint,2,product
292,no hint,2,product
293,hint,2,product
293,no hint,2,product
294,hint,3,product
294,no hint,3,product
295,hint,1,product
295,no hint,1,product
296,hint,1,product
296,no hint,4,product
297,hint,1,product
297,no hint,2,product
298,hint,5,product
298,no hint,7,product
299,hint,2,product
299,no hint,2,product
300,hint,3,product
300,no hint,3,product
301,hint,1,product
301,no hint,4,product
302,hint,2,product
302,no hint,8,product
303,hint,2,product
303,no hint,3,product
304,hint,2,product
304,no hint,2,product
305,hint,2,product
305,no hint,2,product
306,hint,3,product
306,no hint,3,product
307,hint,0,product
307,no hint,4,product
308,hint,2,product
308,no hint,2,product
309,hint,1,product
309,no hint,1,product
310,hint,1,product
310,no hint,1,product
311,hint,0,product
311,no hint,1,product
312,hint,1,product
312,no hint,1,product
313,hint,1,product
313,no hint,2,product
314,hint,4,product
314,no hint,4,product
315,hint,2,product
315,no hint,2,product
316,hint,0,product
316,no hint,3,product
317,hint,2,product
317,no hint,3,product
318,hint,1,product
318,no hint,3,product
319,hint,2,product
319,no hint,5,product
320,hint,6,product
320,no hint,8,product
321,hint,4,product
321,no hint,15,product
322,hint,2,product
322,no hint,2,product
323,hint,2,product
323,no hint,4,product
324,hint,2,product
324,no hint,7,product
325,hint,10,product
325,no hint,12,product
326,hint,0,product
326,no hint,1,product
327,hint,1,product
327,no hint,12,product
328,hint,1,product
328,no hint,1,product
329,hint,0,product
329,no hint,1,product
330,hint,2,product
330,no hint,3,product
331,hint,1,product
331,no hint,1,product
332,hint,1,product
332,no hint,2,product
333,hint,1,product
333,no hint,1,product
334,hint,2,product
334,no hint,3,product
335,hint,2,product
335,no hint,2,product
336,hint,2,product
336,no hint,45,product
337,hint,16,product
337,no hint,22,product
338,hint,1,product
338,no hint,1,product
339,hint,1,product
339,no hint,1,product
340,hint,1,product
340,no hint,1,product
341,hint,1,product
341,no hint,1,product
342,hint,1,product
342,no hint,1,product
343,hint,3,product
343,no hint,3,product
344,hint,1,product
344,no hint,1,product
345,hint,1,product
345,no hint,3,product
346,hint,1,product
346,no hint,1,product
347,hint,1,product
347,no hint,4,product
348,hint,19,product
348,no hint,20,product
349,hint,6,product
349,no hint,6,product
350,hint,1,product
350,no hint,1,product
351,hint,5,product
351,no hint,5,product
352,hint,1,product
352,no hint,1,product
353,hint,1,product
353,no hint,7,product
354,hint,2,product
354,no hint,4,product
355,hint,0,product
355,no hint,1,product
356,hint,1,product
356,no hint,1,product
357,hint,1,product
357,no hint,1,product
358,hint,1,product
358,no hint,2,product
359,hint,1,product
359,no hint,1,product
360,hint,4,product
360,no hint,8,product
361,hint,4,product
361,no hint,4,product
362,hint,1,product
362,no hint,4,product
363,hint,0,product
363,no hint,3,product
364,hint,1,product
364,no hint,2,product
365,hint,1,product
365,no hint,1,product
366,hint,3,product
366,no hint,3,product
367,hint,4,product
367,no hint,4,product
368,hint,2,product
368,no hint,13,product
369,hint,2,product
369,no hint,2,product
370,hint,2,product
370,no hint,2,product
371,hint,10,product
371,no hint,12,product
372,hint,3,product
372,no hint,3,product
373,hint,0,product
373,no hint,19,product
374,hint,3,product
374,no hint,8,product
375,hint,1,product
375,no hint,1,product
376,hint,4,product
376,no hint,10,product
377,hint,2,product
377,no hint,3,product
378,hint,2,product
378,no hint,2,product
379,hint,1,product
379,no hint,2,product
380,hint,1,product
380,no hint,1,product
381,hint,1,product
381,no hint,1,product
382,hint,1,product
382,no hint,2,product
383,hint,2,product
383,no hint,3,product
384,hint,1,product
384,no hint,1,product
385,hint,2,product
385,no hint,3,product
386,hint,2,product
386,no hint,5,product
387,hint,1,product
387,no hint,1,product
388,hint,0,product
388,no hint,1,product
389,hint,6,product
389,no hint,15,product
390,hint,3,product
390,no hint,3,product
391,hint,5,product
391,no hint,5,product
392,hint,8,product
392,no hint,8,product
393,hint,2,product
393,no hint,2,product
394,hint,1,product
394,no hint,17,product
395,hint,1,product
395,no hint,4,product
396,hint,4,product
396,no hint,4,product
397,hint,1,product
397,no hint,1,product
398,hint,11,product
398,no hint,58,product
399,hint,3,product
399,no hint,3,product
400,hint,2,product
400,no hint,8,product
401,hint,4,product
401,no hint,7,product
402,hint,3,product
402,no hint,3,product
403,hint,0,product
403,no hint,1,product
404,hint,3,product
404,no hint,7,product
405,hint,8,product
405,no hint,34,product
406,hint,43,product
406,no hint,50,product
407,hint,1,product
407,no hint,1,product
408,hint,0,product
408,no hint,4,product
409,hint,1,product
409,no hint,1,product
410,hint,1,product
410,no hint,1,product
411,hint,15,product
411,no hint,15,product
412,hint,1,product
412,no hint,1,product
413,hint,0,product
413,no hint,2,product
414,hint,4,product
414,no hint,4,product
415,hint,3,product
415,no hint,3,product
416,hint,1,product
416,no hint,1,product
417,hint,14,product
417,no hint,14,product
418,hint,0,product
418,no hint,3,product
419,hint,4,product
419,no hint,5,product
420,hint,0,product
420,no hint,1,product
421,hint,0,product
421,no hint,5,product
422,hint,1,product
422,no hint,1,product
423,hint,3,product
423,no hint,3,product
424,hint,9,product
424,no hint,9,product
425,hint,12,product
425,no hint,12,product
426,hint,1,product
426,no hint,1,product
427,hint,11,product
427,no hint,11,product
428,hint,1,product
428,no hint,1,product
429,hint,2,product
429,no hint,2,product
430,hint,11,product
430,no hint,13,product
431,hint,12,product
431,no hint,12,product
432,hint,3,product
432,no hint,4,product
433,hint,1,product
433,no hint,2,product
434,hint,1,product
434,no hint,6,product
435,hint,1,product
435,no hint,1,product
436,hint,1,product
436,no hint,6,product
437,hint,2,product
437,no hint,2,product
438,hint,4,product
438,no hint,4,product
439,hint,0,product
439,no hint,3,product
440,hint,13,product
440,no hint,13,product
441,hint,2,product
441,no hint,3,product
442,hint,4,product
442,no hint,5,product
443,hint,1,product
443,no hint,1,product
444,hint,3,product
444,no hint,4,product
445,hint,1,product
445,no hint,1,product
446,hint,2,product
446,no hint,2,product
447,hint,5,product
447,no hint,5,product
448,hint,9,product
448,no hint,9,product
449,hint,1,product
449,no hint,3,product
450,hint,1,product
450,no hint,1,product
451,hint,7,product
451,no hint,7,product
452,hint,1,product
452,no hint,1,product
453,hint,3,product
453,no hint,3,product
454,hint,0,product
454,no hint,11,product
455,hint,1,product
455,no hint,1,product
456,hint,1,product
456,no hint,2,product
457,hint,1,product
457,no hint,1,product
458,hint,1,product
458,no hint,1,product
459,hint,1,product
459,no hint,1,product
460,hint,3,product
460,no hint,10,product
461,hint,1,product
461,no hint,5,product
462,hint,1,product
462,no hint,1,product
463,hint,6,product
463,no hint,6,product
464,hint,1,product
464,no hint,3,product
465,hint,0,product
465,no hint,1,product
466,hint,0,product
466,no hint,6,product
467,hint,1,product
467,no hint,2,product
468,hint,1,product
468,no hint,1,product
469,hint,3,product
469,no hint,15,product
470,hint,1,product
470,no hint,1,product
471,hint,1,product
471,no hint,1,product
472,hint,2,product
472,no hint,2,product
473,hint,3,product
473,no hint,3,product
474,hint,19,product
474,no hint,20,product
475,hint,1,product
475,no hint,1,product
476,hint,1,product
476,no hint,2,product
477,hint,2,product
477,no hint,3,product
478,hint,2,product
478,no hint,41,product
479,hint,1,product
479,no hint,1,product
480,hint,1,product
480,no hint,3,product
481,hint,2,product
481,no hint,2,product
482,hint,1,product
482,no hint,1,product
483,hint,6,product
483,no hint,6,product
484,hint,3,product
484,no hint,4,product
485,hint,1,product
485,no hint,1,product
486,hint,1,product
486,no hint,1,product
487,hint,1,product
487,no hint,1,product
488,hint,1,product
488,no hint,1,product
489,hint,0,product
489,no hint,1,product
490,hint,4,product
490,no hint,4,product
491,hint,1,product
491,no hint,1,product
492,hint,1,product
492,no hint,1,product
493,hint,1,product
493,no hint,1,product
494,hint,1,product
494,no hint,1,product
495,hint,1,product
495,no hint,2,product
496,hint,1,product
496,no hint,2,product
497,hint,2,product
497,no hint,2,product
498,hint,5,product
498,no hint,14,product
499,hint,1,product
499,no hint,14,product
500,hint,2,product
500,no hint,2,product
501,hint,2,product
501,no hint,3,product
502,hint,2,product
502,no hint,2,product
503,hint,3,product
503,no hint,11,product
504,hint,0,product
504,no hint,1,product
505,hint,1,product
505,no hint,1,product
506,hint,22,product
506,no hint,57,product
507,hint,1,product
507,no hint,3,product
508,hint,1,product
508,no hint,1,product
509,hint,3,product
509,no hint,3,product
510,hint,2,product
510,no hint,9,product
511,hint,1,product
511,no hint,1,product
512,hint,1,product
512,no hint,1,product
513,hint,3,product
513,no hint,6,product
514,hint,1,product
514,no hint,1,product
515,hint,5,product
515,no hint,7,product
516,hint,13,product
516,no hint,15,product
517,hint,3,product
517,no hint,3,product
518,hint,2,product
518,no hint,4,product
519,hint,8,product
519,no hint,8,product
520,hint,1,product
520,no hint,1,product
521,hint,3,product
521,no hint,4,product
522,hint,1,product
522,no hint,3,product
523,hint,5,product
523,no hint,7,product
524,hint,1,product
524,no hint,1,product
525,hint,1,product
525,no hint,1,product
526,hint,1,product
526,no hint,1,product
527,hint,4,product
527,no hint,7,product
528,hint,5,product
528,no hint,7,product
529,hint,1,product
529,no hint,2,product
530,hint,2,product
530,no hint,2,product
531,hint,3,product
531,no hint,3,product
532,hint,1,product
532,no hint,1,product
533,hint,1,product
533,no hint,2,product
534,hint,2,product
534,no hint,2,product
535,hint,2,product
535,no hint,2,product
536,hint,2,product
536,no hint,2,product
537,hint,1,product
537,no hint,1,product
538,hint,2,product
538,no hint,3,product
539,hint,1,product
539,no hint,1,product
540,hint,1,product
540,no hint,1,product
541,hint,1,product
541,no hint,1,product
542,hint,1,product
542,no hint,2,product
543,hint,2,product
543,no hint,2,product
544,hint,2,product
544,no hint,12,product
545,hint,2,product
545,no hint,3,product
546,hint,3,product
546,no hint,3,product
547,hint,0,product
547,no hint,1,product
548,hint,2,product
548,no hint,2,product
549,hint,1,product
549,no hint,1,product
